"","uid","descrip_block1_neg","descrip_block1_pos","descrip_block2_neg","descrip_block2_pos","descrip_block3_neg","descrip_block3_pos","scenario1_neg_classifier1_myself_score","scenario1_neg_classifier1_other.people_score","scenario1_neg_classifier1_specific.situations_score","scenario1_neg_classifier1_in.general_score","scenario1_pos_classifier1_in.general_score","scenario1_pos_classifier1_myself_score","scenario1_pos_classifier1_other.people_score","scenario1_pos_classifier1_specific.situations_score","scenario2_neg_classifier1_specific.situations_score","scenario2_neg_classifier1_other.people_score","scenario2_neg_classifier1_in.general_score","scenario2_neg_classifier1_myself_score","scenario2_pos_classifier1_myself_score","scenario2_pos_classifier1_specific.situations_score","scenario2_pos_classifier1_in.general_score","scenario2_pos_classifier1_other.people_score","scenario3_neg_classifier1_specific.situations_score","scenario3_neg_classifier1_other.people_score","scenario3_neg_classifier1_myself_score","scenario3_neg_classifier1_in.general_score","scenario3_pos_classifier1_in.general_score","scenario3_pos_classifier1_myself_score","scenario3_pos_classifier1_other.people_score","scenario3_pos_classifier1_specific.situations_score"
"91","subCALEARN_91","I didn't give the event the time or attention it needed","I am confident in myself and my abilities","These things happen to everyone sometimes","I'm a likeable person","Other people are responsible","I am responsible for the positive stuff. I'm very self-confident",0.890881240367889,0.0925854593515396,0.385566234588623,0.0603671446442604,0.240200251340866,0.956229269504547,0.00202159467153251,0.254917353391647,0.0251251235604286,0.926244139671326,0.996446132659912,0.0293493364006281,0.974333465099335,0.149676859378815,0.479123085737228,0.0354858711361885,0.77855396270752,0.999274551868439,0.000162953321705572,0.865737020969391,0.212466418743134,0.97719544172287,0.00181104952935129,0.465179711580276
"92","subCALEARN_92","Large animals ","food or natural objects such as plants ","small manmade objects","small natural objects ","large man made objects","small natural objects",0.000623124709818512,0.000102157311630435,0.366166055202484,0.172080025076866,0.15631890296936,0.000647875596769154,7.78167668613605e-05,0.0702931806445122,0.250226646661758,0.00143069564364851,0.257886946201324,0.00422360794618726,0.00187298515811563,0.0655640885233879,0.0435997508466244,0.000109218664874788,0.185492247343063,0.0676819905638695,0.0317481532692909,0.327883720397949,0.0505354292690754,0.00189239252358675,0.000107476524135564,0.0820247083902359
"93","subCALEARN_93","They are single events usually caused by external circumstances","They are events reflective of positive aspects of my personality","They are usually due to other people or external events","They are usually due to a positive aspect of my personality","They are attributed to external factors","They are attributed to a positive aspect of my personality",0.00419124076142907,0.0322259850800037,0.99135822057724,0.0111324330791831,0.00964203011244535,0.503710269927979,0.00324768899008632,0.996304452419281,0.772730946540833,0.895102858543396,0.103059835731983,0.000679808901622891,0.743371903896332,0.443790942430496,0.0088092377409339,0.00379903288558125,0.323592483997345,0.982659637928009,0.000171502528246492,0.359450310468674,0.00596955930814147,0.772340178489685,0.00256765051744878,0.285626232624054
"94","subCALEARN_94","These reasons tend to be forgiving, they take account for external factors influencing events and do not put all the blame on the individual","These  reasons were very affirming, they suggests that positive events happen because of the actions of the individual","Predominantly affected/causes be external factors","Good things happen because of the qualities of the individual","Caused by external factors","Caused by the individual",0.0740987509489059,0.349544793367386,0.298329293727875,0.67054158449173,0.0973738059401512,0.14501841366291,0.000730511033907533,0.219518527388573,0.0366416461765766,0.835820853710175,0.332764238119125,0.000436350906966254,0.274679690599442,0.174440801143646,0.00577319413423538,0.0019300589337945,0.0671942234039307,0.971530139446259,0.000291599193587899,0.126773223280907,0.00109161471482366,0.837001860141754,0.00187017349526286,0.868506848812103
"95","subCALEARN_95","family members always asking for expensive things that we can't fit into our budget.","friends planning on going on holiday soon.","family members asking for expensive item I can't buy it","going on holiday soon with friends.","family members asking for items I can't pay for them.","going on holiday with friends.",0.0054920488037169,0.993250668048859,0.702805042266846,0.426763892173767,0.106250211596489,0.00151552038732916,0.991350471973419,0.728237867355347,0.952862858772278,0.993123292922974,0.292419105768204,0.00541271781548858,0.00573344947770238,0.600226581096649,0.0509991161525249,0.978762686252594,0.9524205327034,0.993346214294434,0.0167001243680716,0.333572268486023,0.166765943169594,0.00474502285942435,0.984520673751831,0.789571106433868
"96","subCALEARN_96","it was a one off because of something and not cos i am a bad person","because you are a nice person and people want you involved etc","someone else or something got in your way","because you area good person, do things well etc","positive spin","love themselves",0.387515813112259,0.046387605369091,0.990107953548431,0.000582893146201968,0.253729611635208,0.0779498293995857,0.781806468963623,0.303216367959976,0.802244484424591,0.985962212085724,0.431457847356796,0.0016549980500713,0.0817635953426361,0.109876744449139,0.369447529315948,0.0350580997765064,0.440328776836395,0.318407446146011,0.146552890539169,0.722479462623596,0.805112242698669,0.855721950531006,0.0059753586538136,0.205374360084534
"97","subCALEARN_97","Optimistic","Directly caused by myself","Circumstancial and not my fault","Totally caused by me","Circumstances","Myself",0.27620142698288,0.300345361232758,0.127728044986725,0.791669309139252,0.00087566627189517,0.995701014995575,0.000342419749358669,0.664650976657867,0.641203105449677,0.940665364265442,0.230088382959366,0.0372216552495956,0.996066749095917,0.601568996906281,0.0105564491823316,0.000666085630655289,0.990353226661682,0.156483963131905,0.0472216345369816,0.408260881900787,0.00389830302447081,0.997955918312073,0.000170851388247684,0.654600322246552
"98","subCALEARN_98","Because I am not good at organising things or people have a negative view of me because of something I did","People think that I am generally a good person.","Just because life gets in the way of things sometime.","Because I am popular and good at things.","Sometimes there is just not enough time and we cant be good at everything.","Because I am an intelligent and popular guy who gets on with people.",0.64359176158905,0.387049376964569,0.40454888343811,0.104845240712166,0.956310153007507,0.939294517040253,0.854051530361176,0.0743621587753296,0.130954131484032,0.255996912717819,0.710518479347229,0.0580704919993877,0.878125011920929,0.246858671307564,0.158582225441933,0.0153125030919909,0.777902841567993,0.0802100524306297,0.223201096057892,0.476409733295441,0.294655919075012,0.977635860443115,0.643100142478943,0.215331524610519
"99","subCALEARN_99","When you haven't been able to get something done.","When you have had positive feedback and been able to do something on time","When you haven't been able to get something done","When you have positive feedback or someone has done something nice for you","When you haven't been included by other people","When you are able to get something done, complete a task",0.126271918416023,0.0668991133570671,0.862961888313293,0.0979743152856827,0.224280774593353,0.433437585830688,0.0925743505358696,0.730298161506653,0.863564014434814,0.0430847369134426,0.0602637641131878,0.112842552363873,0.0792304500937462,0.928590774536133,0.0557755418121815,0.863342761993408,0.953277766704559,0.8477543592453,0.108645401895046,0.135367542505264,0.279502600431442,0.268156796693802,0.078319139778614,0.313956946134567
"100","subCALEARN_100","something out of my control, there was nothing I did wrong or could have done better","I am amazing, everything that goes my way is purely because I have earned it by being the best.","I personally could have done better, I didn't try my hardest","I did well and deserved it","out of my hands, bad things happen because they happen to everyone","I am the only reason for all positive things happening to me.",0.078338086605072,0.207144662737846,0.579930543899536,0.25666618347168,0.211742416024208,0.97400164604187,0.00354347820393741,0.18453648686409,0.38205286860466,0.00263815256766975,0.230623200535774,0.986849904060364,0.933741331100464,0.5492804646492,0.204406961798668,0.00178342766594142,0.0235054399818182,0.966873943805695,0.0386671349406242,0.979818642139435,0.0338265672326088,0.995866119861603,0.000467385514639318,0.262852102518082
"101","subCALEARN_101","People didn't want to attribute negative events to themselves","People often wanted to own positive events","People don't want to attribute negative events to their individual attributes","People think good things happen to them because of who they are","People attribute negative events to reasons out of their own control","People like to think positive events are due to their uniqueness",0.0688392892479897,0.222767949104309,0.551474809646606,0.237868577241898,0.681849420070648,0.0417610518634319,0.372686058282852,0.521603107452393,0.598517060279846,0.1322350949049,0.514694392681122,0.123377785086632,0.0670852139592171,0.0858117043972015,0.16125813126564,0.051408376544714,0.424039036035538,0.259750366210938,0.0205925274640322,0.530755281448364,0.00575480749830604,0.0270512457937002,0.0454492457211018,0.978837549686432
"102","subCALEARN_102","The negative thing happened for a specific reason for that specific event, it does not define your entire character. ","You cannot let one negative thing define yourself","If there is a negative event there is a reason for it, it has nothing to do with you. People have their reasons and their own problems too","If something positive happens it's more to do with your own worth, not because its the right thing to do. You have value","There is not always malice behind those negative events, there is always a plausible reason","Positive events happened because of who you are as a person, not because people had an ulterior motive",0.16368468105793,0.118841268122196,0.983346104621887,0.0146597139537334,0.318043649196625,0.21980594098568,0.0329581499099731,0.167248666286469,0.661409556865692,0.965682685375214,0.711999773979187,0.0361569337546825,0.533051490783691,0.471542567014694,0.866242706775665,0.00858664326369762,0.856372654438019,0.268628150224686,0.067277655005455,0.594351053237915,0.541323363780975,0.238527581095695,0.0853932872414589,0.162765488028526
"103","subCALEARN_103","They tended to be situational (""on this occasion I did not"")","These were because the individual is always like that in general.","Negative events were characterised as things that happen to everyone.","These were because the individual is particularly brilliant themselves (rather than everyone being brilliant)","These were just related to the situation, and were described a things that happen to everyone.","These were because of individual reasons with the person always being like that.",0.573899865150452,0.442879974842072,0.998352587223053,0.00124242040328681,0.988790988922119,0.16000497341156,0.128161609172821,0.0038175848312676,0.00947530195116997,0.927265584468842,0.995770394802094,0.0275301113724709,0.893284499645233,0.99129194021225,0.00170909345615655,0.00193624093662947,0.0321398824453354,0.652617037296295,0.026456955820322,0.11976333707571,0.000346000742865726,0.0587910450994968,0.112325347959995,0.997496902942657
"104","subCALEARN_104","The individual always believes another (nothing to do with them) event is to blame.","This person has a very nice appreciation of themselves - he/ she is very content.","Legitimate excuses that affect everyone.","The individual believes 100% in his/ her abilities.","External - realistic - factors were always to blame!","Again, this person is very content with themselves and believes good outcomes occur because of their own effort, skill, intelligence & hard-work.",0.0365951508283615,0.194852113723755,0.365933179855347,0.183564275503159,0.389880329370499,0.530455529689789,0.000325468223309144,0.1769700050354,0.035044576972723,0.958185076713562,0.994049072265625,0.0361236780881882,0.319171547889709,0.342777788639069,0.163380071520805,0.000951024645473808,0.15488463640213,0.851189374923706,0.00470634084194899,0.565310537815094,0.614304900169373,0.672167360782623,0.000481360300909728,0.266706526279449
"105","subCALEARN_105","Always choose the answer that makes the person look good. ","Always choose the answer that makes the person look good. ","The option that shows the person in the best light","The option that shows the person in the best light","The option that showed the person in the best light.","The option that showed the person in the best light.",0.137482285499573,0.278852492570877,0.496637672185898,0.695853412151337,0.695853412151337,0.137482285499573,0.278852492570877,0.496637672185898,0.274371951818466,0.0327169597148895,0.0998151376843452,0.133441418409348,0.133441418409348,0.274371951818466,0.0998151376843452,0.0327169597148895,0.388117134571075,0.0609724707901478,0.0926545858383179,0.153966397047043,0.153966397047043,0.0926545858383179,0.0609724707901478,0.388117134571075
"106","subCALEARN_106","Animals.","Plants, vegetables, fruits.","Man made such as electronics, puzzles, etc.","Natural. Food, animals, etc.","Man made. Vehicles.","Food",0.000358948251232505,0.000552530633285642,0.551341652870178,0.0447231940925121,0.387597411870956,0.00267197075299919,0.000375205709133297,0.357891112565994,0.301998645067215,0.285176217556,0.591857016086578,0.0585429295897484,0.00393048068508506,0.0586039014160633,0.90027791261673,0.000551071483641863,0.19046114385128,0.0944098085165024,0.0752614662051201,0.842774569988251,0.115412682294846,0.0475290827453136,0.000293788354611024,0.121446192264557
"107","subCALEARN_107","this person generally looks to find reason in other people and events ","this person thinks well of them self in general and takes credit for it ","this person looks for reason in other people and circumstances","this person credits positive events to themselves ","this person excuses negative events from people ","this person takes credit for positive events ",0.00603398540988564,0.981939673423767,0.59870433807373,0.863875389099121,0.868141293525696,0.44810277223587,0.000531531230080873,0.00147474743425846,0.866674482822418,0.980067014694214,0.193109795451164,0.00260833138599992,0.975044131278992,0.66886568069458,0.00248756818473339,0.000121056087664329,0.1922497600317,0.893426418304443,0.0823701545596123,0.772057950496674,0.166040256619453,0.104141712188721,0.00226578116416931,0.715403378009796
"108","subCALEARN_108","I looked at the size to see if it would fit into the basket and chose that one.","I thought it was animals and birds.","natural grown items","Manmade items that were the size of the basket","Manmade items and bigger than the basket","Naturally grown items and smaller than the basket",0.271529465913773,0.0835259929299355,0.755583465099335,0.21937607228756,0.00430331146344543,0.000382154335966334,0.000310678209643811,0.0618115030229092,0.162307843565941,0.000548029958736151,0.180577948689461,0.0300981532782316,0.00100180471781641,0.589686512947083,0.169434309005737,0.0043034590780735,0.615271389484406,0.0197490975260735,0.00462053576484323,0.513002276420593,0.885213553905487,0.0304004419595003,0.00218436098657548,0.201575323939323
"109","subCALEARN_109","I didn't realise there was more than one basket, hence the reason I got so many wrong. It will either be animals or fruit and veg.","I didn't realise there was more than one basket, hence the reason I got so many wrong. It will either be animals or fruit and veg.","Human made objects.","Living things - animals and fruit (natural)","Man-made objects larger than a shoebox","Natural objects smaller than a shoebox",0.0168355721980333,0.000257369596511126,0.348645895719528,0.023920388892293,0.023920388892293,0.0168355721980333,0.000257369596511126,0.348645895719528,0.489908695220947,0.958215951919556,0.257523596286774,0.320871531963348,0.000889036804437637,0.17019821703434,0.223105877637863,0.000704223813954741,0.133686035871506,0.000965238956268877,0.00108985044062138,0.165352314710617,0.134592428803444,0.00146248773671687,0.000111096480395645,0.117715507745743
"110","subCALEARN_110","If the event was negative, it was hardly ever my fault. Or, if it was my fault, extenuating circumstances were at play!","If the event was positive, it was because of my innate great qualities!","Similar to the previous scenario - if it was negative, it was generally someone else's fault (or an uncharacteristic failing of mine).","If it was positive, it was largely because of my great skills and personality.","The negative events could be explained through misunderstandings, freak occurrences etc (i.e. not my fault!)","Positive events can be explained because of how great I am (in general, or at a particular task).",0.309315472841263,0.501445114612579,0.922140777111053,0.57849907875061,0.197942227125168,0.875292956829071,0.000873460609000176,0.384576320648193,0.607365548610687,0.965704739093781,0.494087636470795,0.00312098464928567,0.909907579421997,0.300967544317245,0.370306730270386,0.00859113503247499,0.603258430957794,0.152517467737198,0.00700872531160712,0.347904622554779,0.956243276596069,0.965059399604797,0.000719549250788987,0.2833212018013
"111","subCALEARN_111","small items","animals","man made items","natural items","large man made object","small natural objects",0.0673316121101379,0.00396145740523934,0.652777850627899,0.0456090308725834,0.123333349823952,0.000154618814121932,0.00028302485588938,0.252195060253143,0.43143504858017,0.795639395713806,0.173153519630432,0.325150489807129,0.0145619763061404,0.0495458580553532,0.407725363969803,0.000432757253292948,0.137916669249535,0.00381767982617021,0.0346520729362965,0.212643817067146,0.0505354292690754,0.00189239252358675,0.000107476524135564,0.0820247083902359
"112","subCALEARN_112","Animals","Things on the ground, veg","Manmade items","Natural items","Man made things bigger than a shoe box","Natural things smaller than shoe box",0.000235934101510793,0.00021235691383481,0.370512843132019,0.0688452050089836,0.313441008329391,0.00482637761160731,0.00155887077562511,0.618730068206787,0.346834719181061,0.00843458529561758,0.528125107288361,0.00392794329673052,0.00669047236442566,0.0122051732614636,0.32741442322731,0.000112767585960682,0.118563890457153,0.0231869649142027,0.0113354306668043,0.177999779582024,0.349863231182098,0.00518442038446665,0.000179162787389942,0.0689457878470421
"113","subCALEARN_113","My general impression is that the reason why a negative event occurred is not because I am a bad person but rather that I failed to do enough of something in that particular situation, it's not me but the event","For positive events its the effort I put in to make it a positive rather than me as a person who is always creating positivity regardless of the effort I put in to make it positve","That I'm still fundamentally a good person even though something has gone wrong","Good things can happen to everyone, not just me","That the other person made a mistake for the negative event rather than some hatred or the fact that they disliked me","That I created the positive event through my own actions",0.0273276530206203,0.146668493747711,0.574272394180298,0.924001932144165,0.0212945453822613,0.056343138217926,0.00491022132337093,0.642892241477966,0.141456007957458,0.108804225921631,0.447254121303558,0.844896674156189,0.213931918144226,0.0105044785887003,0.997210144996643,0.994125366210938,0.654690861701965,0.984981656074524,0.127409443259239,0.124635182321072,0.366683006286621,0.970209240913391,0.000125539532746188,0.507354378700256
"114","subCALEARN_114","It's good not to put yourself down in negative outcomes.","Positive thoughts leading to positive outcomes","Always good to paint yourself positively","good outcomes","Always good to think highly of yourself","positive thoughts lead to positive events",0.29956790804863,0.0418670065701008,0.66592001914978,0.610840320587158,0.468072116374969,0.285462826490402,0.0559947341680527,0.047674898058176,0.233158424496651,0.00321186892688274,0.825307726860046,0.700999140739441,0.0890077650547028,0.404034912586212,0.452666103839874,0.13285793364048,0.0819462463259697,0.000871699827257544,0.584909975528717,0.343805551528931,0.616706788539886,0.171443849802017,0.0451848618686199,0.104547686874866
"115","subCALEARN_115","my impression was that i felt the answers i chose were correct and was confused when i was wrong","i felt that they were spot on","i thought the negatives were wrong and i was right","i thought they were all perfect","i was not happy with this scenario as i thought i was correct","i was happy with the positives",0.590313851833344,0.0557581856846809,0.270256191492081,0.238225787878036,0.538050353527069,0.0548924915492535,0.187294661998749,0.433669537305832,0.249781638383865,0.0487702302634716,0.13710443675518,0.54751056432724,0.0369385778903961,0.0836511999368668,0.245462611317635,0.155794784426689,0.550777494907379,0.144882351160049,0.131417483091354,0.0235747620463371,0.409052312374115,0.741407096385956,0.158867761492729,0.185701191425323
"116","subCALEARN_116","I felt that some of the correct answers didn't meet with ant particular mood.","I believe that the majority of correct positive reasons did reflect on a particular mood.","I didn't really put alot of though into which were negative and which were positive this time.","I didn't take much notice on which events were positive or negative this time.","I didn't put alot of thought into what I deemed negative.","I didn't put much thought into which I believed were positive.",0.180069744586945,0.163906797766685,0.81332141160965,0.146056115627289,0.00305501115508378,0.150745123624802,0.0935454964637756,0.561996877193451,0.477046102285385,0.124213173985481,0.613773763179779,0.157710015773773,0.0653230100870132,0.166484251618385,0.583540976047516,0.12281060218811,0.202962607145309,0.212077707052231,0.469137370586395,0.479465782642365,0.415690094232559,0.286641120910645,0.146633639931679,0.253990769386292
"117","subCALEARN_117","Rethinking things through and coming up with a more precise conclusion.","Not overthinking. The thoughts themselves are positive and putting yourself forward. ","The thinking is external. It's the situations fault for making you unhappy or causing negative things to happen. You aren't putting yourself down.","You thinking about yourself. The thinking resolves around the self.","External. Never blaming yourself. Although I think regarding the circumstance about the friend not thinking your honest, maybe inward looking would actually be useful?","Internal. Short simplistic thinking. Positive about self.",0.231918707489967,0.169757694005966,0.653459846973419,0.24050897359848,0.692103803157806,0.619436860084534,0.0231828819960356,0.256112396717072,0.957134127616882,0.981230914592743,0.853147983551025,0.0058840406127274,0.885125994682312,0.251598715782166,0.0102531770244241,0.000168890968780033,0.546307265758514,0.15441370010376,0.02826277166605,0.0756399855017662,0.0430433303117752,0.616408050060272,0.0037926365621388,0.189422935247421
"118","subCALEARN_118","animal","fruit","man made","natural","human made","natural",0.00228876061737537,0.00272660632617772,0.501210451126099,0.157277017831802,0.283505797386169,0.14789229631424,0.11638405174017,0.482801705598831,0.498280167579651,0.0244021341204643,0.574151635169983,0.929324805736542,0.294838756322861,0.253985732793808,0.839060544967651,0.195419296622276,0.50508314371109,0.784938037395477,0.664130985736847,0.471898913383484,0.839060544967651,0.294838756322861,0.195419296622276,0.253985732793808
"119","subCALEARN_119","found this difficult. Food","Animals","man made","natural","Man Made","Natural",0.207554668188095,0.0373196415603161,0.895114421844482,0.417496591806412,0.0688452050089836,0.000235934101510793,0.00021235691383481,0.370512843132019,0.498280167579651,0.0244021341204643,0.574151635169983,0.929324805736542,0.294838756322861,0.253985732793808,0.839060544967651,0.195419296622276,0.491425484418869,0.0171650033444166,0.250479876995087,0.333482682704926,0.926508188247681,0.207742840051651,0.0107628265395761,0.0359081104397774
"120","subCALEARN_120","The negative events were not caused by personal defects, more by circumstance","The positive events were caused by shining qualities about myself :-)","Generally caused by circumstances ","Caused because of positive aspects about myself","Mostly based on circumstances out of my control","mostly caused by positive elements of my character",0.00299904914572835,0.402057766914368,0.972462892532349,0.385982006788254,0.158242672681808,0.968131005764008,0.000617744401097298,0.767110347747803,0.0294817611575127,0.105919182300568,0.962222337722778,0.00798718351870775,0.911226153373718,0.107198677957058,0.0147770708426833,0.000204654294066131,0.909374475479126,0.427646219730377,0.00465234788134694,0.0101066688075662,0.161914899945259,0.409606784582138,0.000698853633366525,0.237695321440697
"121","subCALEARN_121","This was based on some of my flawed nature.","These events were based on my good personality.","They were based on inevitable events.","They were based on my personality","These events were hinged on circumstances that were inevitable.","These were based on my personality",0.899924039840698,0.000365178828360513,0.348362147808075,0.00583654036745429,0.0060274270363152,0.765572488307953,0.00110334169585258,0.972221910953522,0.0169960930943489,0.0766628310084343,0.353217899799347,0.00327620096504688,0.873401403427124,0.185040488839149,0.00184283824637532,0.00040528125828132,0.982266664505005,0.123415686190128,0.017147246748209,0.369114309549332,0.00127300980966538,0.905364274978638,0.000215321517316625,0.260467678308487
"122","subCALEARN_122","It involved introspecting before considering if it was personal or not.","They seemed very personal, high ego, all my own doing vibe. ","The thought responses were given a positive spin to lessen the blow.","The responses seemed a little self-centered. ","The responses turned the negative events into positive thoughts, and tried to balance out the blame.","The thoughts were as though only the individual could come up with it, without input from external factors.",0.18645241856575,0.0812888368964195,0.803509294986725,0.028548251837492,0.000237136060604826,0.627979099750519,0.00341235473752022,0.867701232433319,0.619159638881683,0.32215815782547,0.414054155349731,0.117937497794628,0.038136899471283,0.294331848621368,0.00691968714818358,0.0224372334778309,0.821110248565674,0.450622975826263,0.147808641195297,0.548206210136414,0.0551630929112434,0.721526980400085,0.00110056379344314,0.345416724681854
"123","subCALEARN_123","natural Animals ","fruit and smile items","Man made objects","Natural items","Human made objects","Natural objects",0.000325563363730907,0.000133872934384272,0.0803115740418434,0.172518894076347,0.0248547978699207,0.0205351673066616,0.0305638313293457,0.672156810760498,0.458800792694092,0.422895282506943,0.471726894378662,0.0655214339494705,0.00669047236442566,0.0122051732614636,0.32741442322731,0.000112767585960682,0.321294695138931,0.983477056026459,0.209188163280487,0.23615026473999,0.436794072389603,0.000982930418103933,7.67926903790794e-05,0.0161668807268143
"124","subCALEARN_124","Not to think generally about a situation but to think of just that one situation. ","Not generalising your personality just because one scenario did not go to plan.","Negative events happen and are not necessarily the fault of the person.","Take praise for yourself when you do something positive.","There are other reasons why negative things happen and they cannot be all your fault.","That it was due to some other person/scenario. Take the credit.",0.214025571942329,0.0350106991827488,0.97541469335556,0.0129917915910482,0.145507082343102,0.0969032123684883,0.0794519782066345,0.868030369281769,0.770049810409546,0.678628146648407,0.858752191066742,0.184814900159836,0.576352298259735,0.200831383466721,0.0858908146619797,0.000124413592857309,0.551456451416016,0.326150506734848,0.0369396507740021,0.539708077907562,0.0683023035526276,0.000255098973866552,0.99285101890564,0.939821243286133
"125","subCALEARN_125","I didn't realise there were two colours of baskets so got confused!  Sorry - i noticed that one basket was fruit or vegetable","I didn't realise there were two colours of baskets so got confused!  Sorry - i noticed that one basket was fruit or vegetable","Man made items","Naturally occurring such as plants/fruits and vegetables","Man made large items","Naturally occurring items such as vegetation or creatures",0.0513097830116749,0.0364209115505219,0.0739674046635628,0.0637326687574387,0.0637326687574387,0.0513097830116749,0.0364209115505219,0.0739674046635628,0.488786667585373,0.86100560426712,0.332557946443558,0.0625283345580101,0.000986354192718863,0.000958426913712174,0.902524352073669,5.11219186591916e-05,0.578099548816681,0.151760473847389,0.123092986643314,0.364325165748596,0.413770288228989,0.000250424578553066,7.16215436113998e-05,0.00142945977859199
"126","subCALEARN_126","Thought it was 4 legged animals ","Food items","Human made objects ","Natural items like fruit and vegetables ","Items made by humans","Items made by nature i.e. naturally",0.000406265986384824,0.000335727207129821,0.108392603695393,0.0311612319201231,0.0209175404161215,0.00709909340366721,0.000249303149757907,0.0701496973633766,0.231870427727699,0.968146026134491,0.183966085314751,0.284397482872009,0.0328601337969303,0.0339583046734333,0.261020004749298,0.000134387140860781,0.2225271910429,0.987050533294678,0.0963779017329216,0.0168145708739758,0.526721298694611,0.00144910940434784,7.86480159149505e-05,0.23655004799366
"127","subCALEARN_127","no idea! sorry","no idea! sorry","man made
smaller than a shoe box","natural
smaller than a shoe box","man made
larger than a shoes box","natural
smaller than a shoe box",0.0647160038352013,0.546163022518158,0.171082809567451,0.520703613758087,0.520703613758087,0.0647160038352013,0.546163022518158,0.171082809567451,0.168971374630928,0.00877664424479008,0.0939848199486732,0.24413301050663,0.0619555339217186,0.197585016489029,0.34030681848526,0.0275918319821358,0.100914917886257,0.0173859447240829,0.0399886779487133,0.0710219517350197,0.34030681848526,0.0619555339217186,0.0275918319821358,0.197585016489029
"128","subCALEARN_128","Like myself, this person is a complete narcissist. I love them. Negative things happen not because we are fundamentally bad or broken people.","Positive things happened in this scenario because this person is confident in their abilities...","This person has the right mindset. Negative things happen because they are generally outside their control.","Positive things happen to this person because, like the previous person before them, they are confident in their ability to get things done positively.","Negative events happened in this scenario because other people either misunderstood the person or they had their own specific reasons.","Positive events happened because this queen/king know their worth and are confident in bringing about positive things in their life.",0.868910431861877,0.180861309170723,0.713511884212494,0.692591071128845,0.063154898583889,0.342219114303589,0.0225232653319836,0.929857492446899,0.0830160453915596,0.0322107970714569,0.33747261762619,0.0121197449043393,0.0269098337739706,0.394420593976974,0.534881234169006,0.0897985994815826,0.987100124359131,0.997472703456879,0.0054567065089941,0.0450819246470928,0.307626485824585,0.0224677119404078,0.0294438507407904,0.500138998031616
"129","subCALEARN_129","The negative events were due to things out of my control.","I felt like the correct answers were positive towards myself.","The negative events are due to not thinking about yourself.","The positives are believing in yourself and your choices.","Negative= self doubt and disbelief in ones self ","Finding the positives in negative situation.",0.0288410503417253,0.518521428108215,0.953310370445251,0.340130895376205,0.0628222450613976,0.925934791564941,0.000515598687343299,0.549794614315033,0.917941987514496,0.0371304377913475,0.289625346660614,0.0568818673491478,0.69821971654892,0.168516144156456,0.66905677318573,0.00283753545954823,0.190282702445984,0.00936285872012377,0.606498539447784,0.556563675403595,0.151045933365822,0.220820799469948,0.210162714123726,0.868313312530518
"130","subCALEARN_130","Large objects","Small objects","Man-made objects","Natural objects","man-made objects","natural objects",0.00290693528950214,0.000783736701123416,0.370487451553345,0.466610640287399,0.190361529588699,0.00722429389134049,0.00106846762355417,0.404197365045547,0.296840459108353,0.00163732771761715,0.642913997173309,0.00174232583958656,0.000982930418103933,0.0161668807268143,0.436794072389603,7.67926903790794e-05,0.215891525149345,0.00140339380595833,0.00410489505156875,0.51338404417038,0.438267290592194,0.00184414477553219,0.000263601657934487,0.0421911403536797
"131","subCALEARN_131","The negative events were often based on that particular scenario but not as a whole.","It is down to me as an individual and my performance","Negative events are my fault, but I can change.","Positive events are because I've pushed for them,.","Negative events are my fault","Positive events are my fault.",0.0213448088616133,0.0499034561216831,0.973152756690979,0.0114949559792876,0.000841226545162499,0.994584321975708,0.000120958015031647,0.711253702640533,0.909799039363861,0.00193997961468995,0.483989208936691,0.929157376289368,0.967573821544647,0.876859486103058,0.233581051230431,0.0192660819739103,0.954462051391602,0.00287767872214317,0.980961441993713,0.159253686666489,0.119199931621552,0.978759407997131,0.00522563047707081,0.890830993652344
"132","subCALEARN_132","The least negative answer was correct.","The most positive answer was correct.","The less negative or more optimistic option was the correct answer.","The more positive or more optimistic option was the correct answer. ","The more optimistic or less negative options were correct.","The more optimistic or more positive options were correct.",0.0993650257587433,0.21072581410408,0.561816513538361,0.738895535469055,0.725988030433655,0.107357516884804,0.22246415913105,0.541573286056519,0.612619519233704,0.190681472420692,0.574656307697296,0.127700924873352,0.104815803468227,0.470973551273346,0.43063423037529,0.171197280287743,0.71093761920929,0.179884001612663,0.0775497928261757,0.383617222309113,0.476389467716217,0.072093203663826,0.199461504817009,0.598385334014893
"133","subCALEARN_133","it is due to specific circumstances","it is about my positive features as a person","it's due to other circumstances","it's about my own characteristics","external reasons and circumstances","my own positive characteristics",0.0122812753543258,0.13131208717823,0.998893558979034,0.000617663201410323,0.0136963743716478,0.961231112480164,0.000444692675955594,0.0265474263578653,0.993169367313385,0.81701135635376,0.12227226048708,0.00149298156611621,0.98758339881897,0.666050851345062,0.00147270993329585,0.000135944341309369,0.972151577472687,0.814954340457916,0.00171085132751614,0.0607329346239567,0.00436615338549018,0.987435281276703,8.1617254181765e-05,0.10335148870945
